"","at_least_2_kids_in_2013","t0_ritual_scale","t1_ritual_scale","t0_ritual_1aweek","t1_ritual_1aweek","t0_faith_scale","t1_faith_scale","t0_faith_full","t1_faith_full","t0_age","t0_parent_income","t0_female","t0_religion_cat","t0_parent_education","t0_race","at_least_2_kid_in_2013","kids_2005","kids_2013","wave1","wave2","wave4","waves_1_2_4","caregiver1"
"2541",1,1,NA,0,NA,2,NA,0,NA,13,10,0,"Not religious","Beyond high school","White",1,0,2,1,0,1,0,"Step p."
"2542",0,4,1,0,0,4,4,0,0,15,2,1,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2543",0,1,NA,0,NA,3,NA,0,NA,15,3,0,"Conservative Protestant","Less than 12th grade","Other",0,0,0,1,0,1,0,"Grandparent"
"2544",NA,7,6,1,1,1,4,0,0,14,1,0,"Conservative Protestant","High school","White",NA,NA,NA,1,1,0,0,"Parent"
"2545",NA,3,NA,0,NA,4,NA,0,NA,17,11,0,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,0,0,0,"Step p."
"2546",NA,2,4,0,0,3,3,0,0,17,5,1,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,1,0,0,"Parent"
"2547",NA,1,1,0,0,2,1,0,0,15,2,1,"Conservative Protestant","Less than 12th grade","White",NA,NA,NA,1,1,0,0,"Grandparent"
"2548",NA,6,6,1,1,4,4,0,0,16,NA,1,"Conservative Protestant","High school","Black",NA,NA,NA,1,1,0,0,"Parent"
"2549",NA,7,NA,1,NA,3,NA,0,NA,13,3,1,"Conservative Protestant","High school","Black",NA,NA,NA,1,0,0,0,"Parent"
"2550",0,5,2,0,0,4,1,0,0,15,4,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2551",NA,5,5,0,0,4,3,0,0,15,4,1,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"2552",0,6,5,1,0,3,3,0,0,16,9,1,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2553",0,6,NA,1,NA,4,NA,0,NA,13,4,0,"Black Protestant","Beyond high school","Black",0,0,0,1,0,1,0,"Parent"
"2554",0,6,5,1,0,4,3,0,0,14,6,0,"Conservative Protestant","Less than 12th grade","White",0,0,0,1,1,1,1,"Parent"
"2555",0,2,1,0,0,3,2,0,0,13,NA,1,"Catholic","Beyond high school","Hispanic",0,0,0,1,1,1,1,"Parent"
"2556",0,6,5,1,0,4,4,0,0,15,7,1,"Catholic","High school","White",0,0,0,1,1,1,1,"Parent"
"2557",NA,2,NA,0,NA,5,NA,1,NA,14,NA,0,"Conservative Protestant","High school","Black",NA,NA,NA,1,0,0,0,"Grandparent"
"2558",0,1,1,0,0,2,2,0,0,16,NA,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2559",0,6,5,1,0,1,3,0,0,17,11,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2560",NA,7,NA,1,NA,5,NA,1,NA,13,11,1,"Conservative Protestant","High school","White",NA,NA,NA,1,0,0,0,"Parent"
"2561",NA,6,5,1,0,4,3,0,0,14,5,1,"Mainline Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"2562",NA,3,NA,0,NA,3,NA,0,NA,15,8,1,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2563",0,4,2,0,0,3,3,0,0,15,4,0,"Catholic","High school","Hispanic",0,0,0,1,1,1,1,"Parent"
"2564",0,2,2,0,0,2,2,0,0,14,11,1,"Mormon","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2565",0,5,4,0,0,3,2,0,0,15,5,0,"Mormon","High school","White",0,0,0,1,1,1,1,"Parent"
"2566",0,6,3,1,0,4,5,0,1,13,4,1,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2567",NA,7,7,1,1,3,5,0,1,16,3,0,"Black Protestant","High school","Black",NA,NA,NA,1,1,0,0,"Parent"
"2568",NA,1,1,0,0,2,1,0,0,15,7,0,"Not religious","High school","White",NA,NA,NA,1,1,0,0,"Step p."
"2569",0,5,5,0,0,4,3,0,0,13,3,0,"Black Protestant","Beyond high school","Black",0,0,0,1,1,1,1,"Parent"
"2570",NA,7,2,1,0,4,3,0,0,14,7,0,"Conservative Protestant","Beyond high school","Other",NA,NA,NA,1,1,0,0,"Parent"
"2571",NA,1,1,0,0,2,2,0,0,16,NA,0,"Jewish","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"2572",NA,1,NA,0,NA,3,NA,0,NA,15,3,0,"Not religious","High school","White",NA,NA,NA,1,0,0,0,"Parent"
"2573",0,7,7,1,1,5,5,1,1,16,10,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2574",0,4,2,0,0,3,3,0,0,14,4,1,"Catholic","High school","Hispanic",0,1,1,1,1,1,1,"Step p."
"2575",NA,2,NA,0,NA,3,NA,0,NA,15,1,1,"Black Protestant","Less than 12th grade","Black",NA,NA,NA,1,0,0,0,"Parent"
"2576",0,2,5,0,0,4,3,0,0,13,6,0,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2577",NA,5,NA,0,NA,5,NA,1,NA,17,4,0,"Conservative Protestant","Beyond high school","Black",NA,NA,NA,1,0,0,0,"Step p."
"2578",0,1,NA,0,NA,3,NA,0,NA,16,2,0,"Conservative Protestant","High school","White",0,0,0,1,0,1,0,"Parent"
"2579",NA,7,3,1,0,5,4,1,0,13,11,0,"Mainline Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"2580",NA,1,1,0,0,4,3,0,0,16,5,0,"Catholic","High school","White",NA,NA,NA,1,1,0,0,"Parent"
"2581",1,4,NA,0,NA,2,NA,0,NA,14,3,1,"Not religious","Beyond high school","White",1,0,2,1,0,1,0,"Parent"
"2582",0,1,1,0,0,3,3,0,0,15,6,1,"Not religious","Beyond high school","Hispanic",0,0,0,1,1,1,1,"Parent"
"2583",0,2,5,0,0,3,3,0,0,14,6,0,"Catholic","High school","White",0,0,0,1,1,1,1,"Parent"
"2584",NA,6,1,1,0,4,4,0,0,13,5,1,"Catholic","High school","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2585",NA,2,2,0,0,1,3,0,0,13,9,1,"Jewish","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"2586",NA,6,2,1,0,2,3,0,0,14,3,1,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2587",0,6,2,1,0,4,4,0,0,17,9,1,"Black Protestant","Beyond high school","Black",0,0,0,1,1,1,1,"Parent"
"2588",0,2,1,0,0,4,2,0,0,14,4,1,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2589",0,2,1,0,0,2,2,0,0,13,11,0,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2590",0,7,3,1,0,4,4,0,0,15,5,0,"Black Protestant","Beyond high school","Black",0,1,1,1,1,1,1,"Parent"
"2591",0,4,5,0,0,3,3,0,0,14,NA,1,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2592",NA,1,1,0,0,4,3,0,0,13,1,0,"Catholic","High school","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2593",0,6,6,1,1,4,4,0,0,14,5,0,"Conservative Protestant","Beyond high school","Other",0,0,0,1,1,1,1,"Parent"
"2594",NA,1,1,0,0,4,3,0,0,15,NA,1,"Not religious","High school","Black",NA,NA,NA,1,1,0,0,"Parent"
"2595",0,3,5,0,0,3,2,0,0,14,11,0,"Jewish","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2596",0,1,1,0,0,2,1,0,0,14,6,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2597",0,3,3,0,0,1,3,0,0,13,7,0,"Mainline Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"2598",NA,6,2,1,0,3,4,0,0,16,NA,1,"Catholic","High school","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2599",0,4,3,0,0,3,2,0,0,13,11,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2600",NA,7,NA,1,NA,5,NA,1,NA,16,1,0,"Conservative Protestant","Beyond high school","Hispanic",NA,NA,NA,1,0,0,0,"Legal guardian"
"2601",0,6,6,1,1,5,4,1,0,13,11,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2602",NA,4,NA,0,NA,5,NA,1,NA,16,3,1,"Catholic","Beyond high school","Other",NA,NA,NA,1,0,0,0,"Parent"
"2603",0,5,6,0,1,4,4,0,0,15,3,0,"Not disclosed","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2604",0,2,6,0,1,4,5,0,1,15,7,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2605",0,1,1,0,0,1,1,0,0,15,3,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2606",NA,6,NA,1,NA,4,NA,0,NA,16,4,1,"Conservative Protestant","Beyond high school","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2607",NA,5,1,0,0,3,3,0,0,13,NA,0,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2608",NA,1,6,0,1,2,2,0,0,14,2,0,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2609",0,7,5,1,0,3,3,0,0,13,5,1,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"2610",0,6,4,1,0,3,3,0,0,16,5,0,"Catholic","Beyond high school","Other",0,0,0,1,1,1,1,"Parent"
"2611",0,1,1,0,0,1,1,0,0,14,6,0,"Catholic","High school","White",0,0,0,1,1,1,1,"Parent"
"2612",0,6,2,1,0,4,3,0,0,14,NA,1,"Other religion","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2613",0,2,NA,0,NA,4,NA,0,NA,13,5,0,"Conservative Protestant","High school","White",0,0,1,1,0,1,0,"Parent"
"2614",NA,5,5,0,0,3,3,0,0,15,11,1,"Mainline Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"2615",0,6,2,1,0,4,3,0,0,17,3,1,"Catholic","High school","Hispanic",0,0,0,1,1,1,1,"Parent"
"2616",0,5,NA,0,NA,3,NA,0,NA,14,11,0,"Catholic","Beyond high school","White",0,0,0,1,0,1,0,"Parent"
"2617",0,5,2,0,0,3,2,0,0,16,7,1,"Catholic","High school","White",0,0,0,1,1,1,1,"Parent"
"2618",NA,1,NA,0,NA,4,NA,0,NA,14,2,1,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2619",0,3,6,0,1,4,4,0,0,14,NA,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2620",NA,7,6,1,1,5,5,1,1,14,6,1,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"2621",0,5,4,0,0,4,2,0,0,17,11,1,"Catholic","High school","White",0,0,0,1,1,1,1,"Parent"
"2622",0,2,2,0,0,3,4,0,0,17,6,0,"Black Protestant","High school","Black",0,0,0,1,1,1,1,"Parent"
"2623",0,1,1,0,0,1,1,0,0,17,5,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2624",NA,1,NA,0,NA,5,NA,1,NA,13,4,0,"Not religious","Less than 12th grade","White",NA,NA,NA,1,0,0,0,"Parent"
"2625",NA,5,4,0,0,3,4,0,0,17,4,0,"Catholic","Beyond high school","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2626",NA,4,2,0,0,4,3,0,0,16,5,0,"Conservative Protestant","High school","White",NA,NA,NA,1,1,0,0,"Parent"
"2627",0,6,4,1,0,2,2,0,0,14,NA,0,"Catholic","High school","Hispanic",0,0,0,1,1,1,1,"Parent"
"2628",0,6,5,1,0,3,3,0,0,15,6,0,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2629",NA,6,NA,1,NA,5,NA,1,NA,17,1,0,"Catholic","High school","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2630",0,1,1,0,0,1,1,0,0,13,4,0,"Not religious","High school","White",0,0,0,1,1,1,1,"Parent"
"2631",0,5,NA,0,NA,4,NA,0,NA,17,10,1,"Catholic","Beyond high school","White",0,0,0,1,0,1,0,"Parent"
"2632",1,5,NA,0,NA,3,NA,0,NA,15,4,1,"Catholic","Beyond high school","Other",1,1,3,1,0,1,0,"Parent"
"2633",0,1,NA,0,NA,2,NA,0,NA,14,3,1,"Not religious","High school","Hispanic",0,0,0,1,0,1,0,"Parent"
"2634",NA,7,7,1,1,4,5,0,1,14,4,1,"Conservative Protestant","Less than 12th grade","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2635",0,7,6,1,1,4,4,0,0,15,3,1,"Black Protestant","Beyond high school","Black",0,0,0,1,1,1,1,"Parent"
"2636",NA,1,1,0,0,1,2,0,0,15,7,1,"Not religious","Beyond high school","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2637",0,1,1,0,0,2,2,0,0,14,8,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2638",0,6,7,1,1,5,4,1,0,14,2,1,"Catholic","High school","Hispanic",0,0,1,1,1,1,1,"Parent"
"2639",0,1,1,0,0,2,1,0,0,15,10,1,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Step p."
"2640",NA,6,1,1,0,1,2,0,0,17,NA,1,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2641",NA,6,2,1,0,3,2,0,0,13,3,0,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2642",NA,2,1,0,0,2,2,0,0,17,2,0,"Catholic","Beyond high school","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2643",0,1,1,0,0,4,3,0,0,16,3,1,"Catholic","Less than 12th grade","Other",0,0,1,1,1,1,1,"Parent"
"2644",0,4,NA,0,NA,3,NA,0,NA,17,4,1,"Catholic","Beyond high school","Hispanic",0,0,0,1,0,1,0,"Parent"
"2645",NA,4,NA,0,NA,4,NA,0,NA,15,2,0,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2646",NA,6,NA,1,NA,4,NA,0,NA,17,3,0,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,0,0,0,"Other"
"2647",NA,3,4,0,0,4,4,0,0,13,NA,0,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2648",1,6,6,1,1,4,3,0,0,14,4,1,"Catholic","Less than 12th grade","Hispanic",1,0,3,1,1,1,1,"Parent"
"2649",NA,7,NA,1,NA,3,NA,0,NA,13,4,1,"Conservative Protestant","Less than 12th grade","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2650",0,6,4,1,0,3,3,0,0,13,5,1,"Catholic","Less than 12th grade","Hispanic",0,0,0,1,1,1,1,"Parent"
"2651",NA,1,NA,0,NA,5,NA,1,NA,14,1,0,"Not religious","Less than 12th grade","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2652",NA,1,NA,0,NA,3,NA,0,NA,15,3,1,"Catholic","High school","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2653",NA,2,7,0,1,3,4,0,0,15,2,0,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2654",0,4,NA,0,NA,3,NA,0,NA,13,2,0,"Catholic","High school","Hispanic",0,0,0,1,0,1,0,"Parent"
"2655",NA,5,1,0,0,3,2,0,0,13,5,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"2656",NA,7,NA,1,NA,4,NA,0,NA,15,4,0,"Conservative Protestant","Beyond high school","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2657",1,5,5,0,0,2,4,0,0,17,2,1,"Black Protestant","High school","Black",1,1,3,1,1,1,1,"Parent"
"2658",NA,6,NA,1,NA,4,NA,0,NA,16,4,1,"Conservative Protestant","High school","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2659",NA,1,NA,0,NA,3,NA,0,NA,16,NA,1,"Not religious","Less than 12th grade","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2660",NA,7,NA,1,NA,3,NA,0,NA,14,2,0,"Conservative Protestant","High school","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2661",NA,1,NA,0,NA,3,NA,0,NA,15,4,0,"Catholic","High school","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2662",NA,NA,7,NA,1,NA,4,NA,0,16,3,1,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2663",0,5,7,0,1,3,4,0,0,13,NA,1,"Not disclosed","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2664",NA,1,1,0,0,3,3,0,0,14,3,0,"Not religious","Beyond high school","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2665",0,2,1,0,0,2,3,0,0,13,4,0,"Jewish","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2666",NA,5,NA,0,NA,4,NA,0,NA,14,3,1,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2667",0,5,2,0,0,1,1,0,0,16,11,1,"Jewish","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2668",0,7,5,1,0,3,3,0,0,16,4,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2669",NA,4,1,0,0,3,1,0,0,14,2,0,"Mormon","Less than 12th grade","White",NA,NA,NA,1,1,0,0,"Step p."
"2670",0,1,1,0,0,5,5,1,1,16,2,1,"Mainline Protestant","Less than 12th grade","White",0,0,1,1,1,1,1,"Parent"
"2671",0,5,1,0,0,4,3,0,0,13,2,0,"Other religion","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2672",NA,4,1,0,0,3,2,0,0,14,3,0,"Not religious","Less than 12th grade","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2673",NA,5,6,0,1,4,3,0,0,15,4,1,"Black Protestant","High school","Black",NA,NA,NA,1,1,0,0,"Parent"
"2674",NA,2,1,0,0,4,5,0,1,14,3,0,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2675",NA,3,5,0,0,4,4,0,0,17,1,1,"Conservative Protestant","Less than 12th grade","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2676",NA,1,NA,0,NA,4,NA,0,NA,16,NA,1,"Not religious","Less than 12th grade","White",NA,NA,NA,1,0,0,0,"Parent"
"2677",0,6,6,1,1,3,4,0,0,14,2,1,"Catholic","Beyond high school","Hispanic",0,0,0,1,1,1,1,"Parent"
"2678",NA,1,NA,0,NA,5,NA,1,NA,17,5,0,"Catholic","Beyond high school","Black",NA,NA,NA,1,0,0,0,"Parent"
"2679",NA,3,NA,0,NA,3,NA,0,NA,16,NA,0,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2680",1,7,7,1,1,5,5,1,1,15,5,1,"Conservative Protestant","Beyond high school","White",1,0,3,1,1,1,1,"Parent"
"2681",NA,5,NA,0,NA,3,NA,0,NA,15,NA,1,"Catholic","Beyond high school","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2682",NA,1,NA,0,NA,NA,NA,NA,NA,16,3,0,"Not religious","Less than 12th grade","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2683",NA,2,NA,0,NA,5,NA,1,NA,17,NA,1,"Catholic","High school","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2684",NA,6,NA,1,NA,3,NA,0,NA,13,NA,0,"Catholic","High school","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2685",NA,2,1,0,0,2,2,0,0,15,NA,1,"Catholic","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"2686",0,3,6,0,1,4,4,0,0,17,7,1,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"2687",0,6,6,1,1,4,3,0,0,16,11,1,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2688",0,2,NA,0,NA,4,NA,0,NA,17,9,1,"Catholic","High school","White",0,0,0,1,0,1,0,"Parent"
"2689",NA,1,1,0,0,4,1,0,0,16,2,0,"Not religious","Less than 12th grade","White",NA,NA,NA,1,1,0,0,"Parent"
"2690",0,3,7,0,1,4,4,0,0,13,6,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2691",NA,2,1,0,0,4,4,0,0,14,3,0,"Catholic","High school","White",NA,NA,NA,1,1,0,0,"Parent"
"2692",NA,1,2,0,0,4,1,0,0,15,2,0,"Not religious","High school","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2693",0,6,7,1,1,3,4,0,0,16,5,1,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"2694",0,6,2,1,0,3,2,0,0,16,9,1,"Not disclosed","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2695",0,6,5,1,0,4,3,0,0,14,3,0,"Catholic","Less than 12th grade","Hispanic",0,0,0,1,1,1,1,"Parent"
"2696",NA,6,NA,1,NA,4,NA,0,NA,16,NA,1,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2697",NA,6,6,1,1,5,4,1,0,15,8,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"2698",NA,6,6,1,1,3,3,0,0,15,9,0,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,1,0,0,"Parent"
"2699",0,5,5,0,0,3,3,0,0,16,3,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2700",0,7,7,1,1,5,4,1,0,13,8,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2701",NA,5,NA,0,NA,3,NA,0,NA,16,4,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,0,0,0,"Parent"
"2702",0,7,2,1,0,5,5,1,1,17,NA,1,"Conservative Protestant","High school","White",0,0,1,1,1,1,1,"Parent"
"2703",0,1,1,0,0,1,1,0,0,16,11,1,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2704",0,5,5,0,0,4,4,0,0,13,NA,1,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"2705",0,4,NA,0,NA,3,NA,0,NA,14,5,1,"Catholic","Beyond high school","White",0,0,0,1,0,1,0,"Parent"
"2706",NA,6,5,1,0,4,4,0,0,15,3,0,"Catholic","Less than 12th grade","White",NA,NA,NA,1,1,0,0,"Parent"
"2707",0,5,NA,0,NA,3,NA,0,NA,13,3,0,"Catholic","Less than 12th grade","Hispanic",0,0,0,1,0,1,0,"Parent"
"2708",0,5,4,0,0,3,3,0,0,15,NA,1,"Jewish","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2709",0,1,1,0,0,1,2,0,0,17,9,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2710",NA,5,1,0,0,5,5,1,1,13,4,1,"Conservative Protestant","Beyond high school","Other",NA,NA,NA,1,1,0,0,"Parent"
"2711",0,4,2,0,0,4,4,0,0,14,8,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2712",1,6,1,1,0,3,1,0,0,16,3,0,"Catholic","Less than 12th grade","Hispanic",1,0,3,1,1,1,1,"Parent"
"2713",0,7,7,1,1,5,5,1,1,15,7,1,"Other religion","Beyond high school","Black",0,0,0,1,1,1,1,"Parent"
"2714",0,1,4,0,0,3,3,0,0,13,3,1,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2715",1,5,5,0,0,5,4,1,0,17,3,1,"Catholic","High school","Hispanic",1,1,2,1,1,1,1,"Parent"
"2716",0,1,2,0,0,2,4,0,0,15,6,1,"Not religious","High school","White",0,0,1,1,1,1,1,"Parent"
"2717",0,1,1,0,0,1,2,0,0,13,11,0,"Jewish","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2718",NA,6,NA,1,NA,4,NA,0,NA,14,4,0,"Catholic","Beyond high school","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2719",0,6,4,1,0,3,4,0,0,15,4,0,"Mainline Protestant","Beyond high school","Other",0,0,0,1,1,1,1,"Parent"
"2720",0,6,7,1,1,3,4,0,0,17,7,0,"Catholic","Less than 12th grade","Hispanic",0,0,0,1,1,1,1,"Parent"
"2721",NA,1,1,0,0,1,3,0,0,17,7,0,"Not religious","Less than 12th grade","White",NA,NA,NA,1,1,0,0,"Parent"
"2722",0,6,2,1,0,2,2,0,0,16,6,1,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2723",0,6,2,1,0,4,3,0,0,17,4,1,"Catholic","Beyond high school","Other",0,0,0,1,1,1,1,"Legal guardian"
"2724",NA,2,3,0,0,4,4,0,0,17,9,1,"Catholic","Beyond high school","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2725",0,7,6,1,1,5,4,1,0,14,4,1,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"2726",NA,6,5,1,0,3,4,0,0,13,9,0,"Catholic","Beyond high school","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2727",0,6,5,1,0,4,4,0,0,14,7,1,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2728",0,7,6,1,1,4,4,0,0,16,11,0,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2729",NA,7,7,1,1,4,3,0,0,13,3,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"2730",NA,1,1,0,0,3,2,0,0,14,4,0,"Not religious","High school","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2731",1,3,6,0,1,3,4,0,0,13,6,0,"Conservative Protestant","High school","Black",1,0,2,1,1,1,1,"Parent"
"2732",NA,1,NA,0,NA,3,NA,0,NA,15,3,0,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"2733",NA,3,4,0,0,3,3,0,0,14,8,0,"Catholic","Beyond high school","White",NA,NA,NA,1,1,0,0,"Adoptive p."
"2734",NA,1,6,0,1,3,4,0,0,16,2,0,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"2735",NA,7,NA,1,NA,5,NA,1,NA,13,3,1,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,0,0,0,"Parent"
"2736",NA,4,1,0,0,4,5,0,1,13,3,0,"Jewish","High school","Black",NA,NA,NA,1,1,0,0,"Parent"
"2737",0,2,1,0,0,2,3,0,0,14,5,1,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2738",0,6,6,1,1,4,4,0,0,13,11,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"2739",NA,5,6,0,1,3,3,0,0,14,3,0,"Black Protestant","High school","Black",NA,NA,NA,1,1,0,0,"Parent"
"2740",NA,4,2,0,0,4,4,0,0,17,3,1,"Conservative Protestant","High school","White",NA,NA,NA,1,1,0,0,"Legal guardian"
"2741",0,2,5,0,0,4,4,0,0,14,6,1,"Not disclosed","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
